Zip Code,Lat,Long,Lat Feet,Long Feet
12,40.2365,-120.941,4614040,5242780
16,35.4998,-118.42,2860240,5915410
17,37.2919,-118.858,3516320,5801410
18,34.5235,-118.946,2508530,5749400
19,40.5859,-120.153,4733070,5469010
20,37.5976,-119.274,3631240,5683160
22,39.3777,-123.543,4341970,4490080
26,36.2125,-118.329,3119060,5947750
28,40.0935,-120.405,4555230,5391160
29,39.5126,-121.059,4350370,5197370
31,40.3775,-121.131,4668190,5191830
32,34.763,-119.729,2602660,5516790
33,39.4771,-120.189,4327020,5443630
34,41.9422,-123.214,5275750,4646260
35,41.424,-121.798,5061720,5025250
37,40.0443,-122.872,4573090,4695800
38,40.1281,-121.728,4585100,5019460
39,40.2663,-123.226,4660770,4601740
40,38.0213,-119.561,3788480,5604910
44,38.4762,-119.753,3956470,5554980
47,39.7094,-122.808,4449380,4706140
48,39.4058,-122.843,4338980,4689160
49,41.5572,-123.769,5144830,4483520
50,41.0853,-123.501,4966310,4545540
51,38.9355,-120.319,4130260,5398730
52,38.6809,-120.324,4037240,5393930
54,41.1901,-123.888,5012450,4440820
55,41.0041,-123.291,4932550,4601780
57,33.9955,-119.944,2325770,5442160
58,37.755,-119.441,3690140,5636550
61,33.2581,-119.485,2052880,5572880
65,39.6559,-120.833,4399940,5263710
90001,33.9741,-118.25,2303890,5955360
90002,33.9489,-118.247,2294720,5956010
90003,33.9641,-118.274,2300410,5947990
90004,34.0762,-118.311,2341420,5937440
90005,34.0601,-118.31,2335530,5937810
90006,34.048,-118.294,2331050,5942470
90007,34.0279,-118.285,2323670,5945070
90008,34.0091,-118.348,2317200,5925830
90011,34.0075,-118.259,2316090,5952890
90012,34.0662,-118.239,2337350,5959370
90013,34.0443,-118.241,2329390,5958600
90014,34.0431,-118.252,2329030,5955110
90015,34.0396,-118.267,2327830,5950710
90016,34.0284,-118.354,2324270,5924130
90017,34.0531,-118.265,2332720,5951420
90018,34.0281,-118.318,2323940,5935200
90019,34.0486,-118.339,2331530,5928930
90020,34.0663,-118.31,2337810,5937690
90021,34.0292,-118.239,2323880,5959090
90022,34.0243,-118.156,2321640,5984280
90023,34.0217,-118.2,2320930,5970660
90024,34.0653,-118.435,2338200,5899930
90025,34.0451,-118.447,2330930,5896220
90026,34.0787,-118.264,2342050,5951880
90027,34.1251,-118.291,2359070,5944070
90028,34.0999,-118.327,2350120,5932900
90029,34.0898,-118.295,2346240,5942620
90031,34.08,-118.212,2342210,5967560
90032,34.0806,-118.179,2342230,5977650
90033,34.0502,-118.211,2331370,5967710
90034,34.0307,-118.4,2325380,5910400
90035,34.0519,-118.384,2332990,5915330
90036,34.0704,-118.35,2339520,5925670
90037,34.0028,-118.287,2314550,5944150
90038,34.089,-118.327,2346140,5932900
90039,34.1123,-118.261,2354250,5952880
90040,33.9935,-118.149,2310390,5986050
90041,34.1371,-118.207,2362970,5969360
90042,34.1151,-118.192,2354880,5973870
90043,33.9887,-118.335,2309720,5929620
90044,33.953,-118.292,2296470,5942580
90045,33.9531,-118.401,2297170,5909320
90046,34.1072,-118.365,2353020,5921510
90047,33.9539,-118.309,2296910,5937350
90048,34.0731,-118.373,2340650,5918830
90049,34.0869,-118.488,2346420,5883970
90056,33.9933,-118.374,2311620,5917950
90057,34.0622,-118.277,2336110,5947680
90058,34.0024,-118.215,2313970,5966260
90059,33.9255,-118.25,2286200,5955010
90061,33.9205,-118.274,2284520,5947650
90062,34.0034,-118.309,2314900,5937690
90063,34.0443,-118.185,2329070,5975470
90064,34.0372,-118.424,2327910,5902970
90065,34.1094,-118.228,2353000,5962930
90066,34.0019,-118.431,2315130,5900590
90067,34.0575,-118.414,2335250,5906180
90068,34.1281,-118.329,2360390,5932560
90069,34.0943,-118.381,2348430,5916350
90071,34.0524,-118.256,2332420,5954190
90073,34.0592,-118.451,2336080,5894880
90077,34.105,-118.456,2352770,5894020
90089,34.0215,-118.288,2321370,5944200
90094,33.976,-118.417,2305580,5904710
90095,34.0703,-118.443,2340080,5897620
90201,33.9706,-118.171,2302180,5979310
90210,34.1023,-118.415,2351530,5906360
90211,34.0648,-118.383,2337710,5915630
90212,34.062,-118.402,2336800,5910000
90220,33.8806,-118.236,2269780,5958810
90221,33.886,-118.206,2271590,5968110
90222,33.9127,-118.236,2281460,5959230
90230,33.995,-118.399,2312390,5910200
90232,34.018,-118.392,2320710,5912620
90240,33.9568,-118.118,2296860,5995150
90241,33.9409,-118.129,2291140,5991890
90242,33.9223,-118.141,2284440,5987910
90245,33.9171,-118.402,2284070,5908900
90247,33.8912,-118.298,2274020,5940280
90248,33.878,-118.284,2269120,5944240
90249,33.9015,-118.317,2277870,5934410
90250,33.9144,-118.349,2282770,5924880
90254,33.8653,-118.397,2265180,5910050
90255,33.977,-118.217,2304770,5965320
90260,33.8886,-118.352,2273400,5923790
90262,33.9236,-118.201,2285250,5969870
90263,34.0393,-118.708,2330570,5816980
90265,34.0656,-118.816,2340940,5784610
90266,33.8896,-118.398,2274030,5909950
90270,33.9887,-118.188,2308830,5974320
90272,34.0798,-118.544,2344190,5866920
90274,33.777,-118.369,2232900,5917770
90275,33.7553,-118.363,2224970,5919420
90277,33.8306,-118.384,2252480,5913640
90278,33.8734,-118.37,2267960,5918100
90280,33.9444,-118.192,2292760,5972680
90290,34.1021,-118.612,2352770,5846720
90291,33.9942,-118.463,2312510,5890810
90293,33.9515,-118.439,2296840,5898000
90301,33.9565,-118.359,2298120,5922250
90302,33.9748,-118.356,2304790,5923290
90303,33.9363,-118.331,2290630,5930470
90304,33.9371,-118.359,2291070,5922120
90305,33.9583,-118.331,2298640,5930600
90401,34.015,-118.493,2320260,5881960
90402,34.035,-118.503,2327640,5878980
90403,34.0306,-118.491,2325950,5882820
90404,34.0267,-118.474,2324420,5887910
90405,34.0117,-118.469,2318900,5889360
90501,33.8336,-118.314,2253170,5934820
90502,33.8352,-118.293,2253590,5941290
90503,33.842,-118.352,2256450,5923540
90504,33.8695,-118.33,2266320,5930310
90505,33.8087,-118.348,2244320,5924300
90506,33.8842,-118.332,2271660,5929770
90601,34.0025,-118.031,2313020,6021790
90602,33.9699,-118.031,2301170,6021690
90603,33.9456,-117.992,2292140,6033420
90604,33.9302,-118.013,2286610,6026950
90605,33.9493,-118.023,2293630,6023820
90606,33.9768,-118.066,2303870,6011170
90620,33.8463,-118.011,2256100,6026840
90621,33.875,-117.993,2266440,6032550
90623,33.8505,-118.041,2257760,6017890
90630,33.8181,-118.038,2245960,6018560
90631,33.9418,-117.951,2290540,6045620
90638,33.9026,-118.009,2276550,6027940
90639,33.9059,-118.015,2277770,6026190
90640,34.0146,-118.111,2317860,5997710
90650,33.907,-118.083,2278540,6005530
90660,33.9888,-118.09,2308350,6003790
90670,33.9316,-118.062,2287390,6012040
90680,33.8011,-117.995,2239560,6031600
90701,33.8676,-118.081,2264190,6005970
90703,33.868,-118.069,2264290,6009580
90704,33.1749,-118.456,2014160,5886760
90706,33.888,-118.127,2271870,5991960
90710,33.7981,-118.299,2240160,5939130
90712,33.8491,-118.147,2257830,5985680
90713,33.848,-118.113,2257230,5996140
90715,33.8405,-118.079,2254310,6006350
90716,33.8307,-118.073,2250730,6007940
90717,33.793,-118.318,2238410,5933470
90720,33.7956,-118.064,2237910,6010640
90723,33.8976,-118.165,2275580,5980650
90731,33.7414,-118.279,2219390,5944910
90732,33.7409,-118.311,2219430,5935020
90740,33.755,-118.071,2223190,6008120
90742,33.7178,-118.072,2209660,6007750
90744,33.7823,-118.261,2234190,5950580
90745,33.8225,-118.262,2248820,5950580
90746,33.8608,-118.258,2262720,5951980
90747,33.8628,-118.257,2263450,5952450
90755,33.8029,-118.168,2241150,5979130
90802,33.7594,-118.206,2225530,5967250
90803,33.762,-118.124,2226020,5992170
90804,33.7828,-118.15,2233710,5984450
90805,33.8649,-118.181,2263750,5975550
90806,33.805,-118.189,2242010,5972610
90807,33.8288,-118.178,2250630,5976100
90808,33.8238,-118.115,2248440,5995230
90810,33.8193,-118.221,2247400,5962990
90813,33.7805,-118.202,2233190,5968470
90814,33.7717,-118.144,2229650,5986090
90815,33.7962,-118.116,2238420,5994810
90822,33.7376,-118.256,2217880,5951850
90840,33.784,-118.115,2233950,5995070
91001,34.1952,-118.138,2383720,5990700
91006,34.1349,-118.027,2361190,6024010
91007,34.1288,-118.048,2359080,6017550
91008,34.1542,-117.967,2367920,6042230
91010,34.1441,-117.955,2364170,6045670
91011,34.2246,-118.111,2394270,5999140
91016,34.1665,-117.983,2372470,6037420
91020,34.2115,-118.231,2390180,5962770
91024,34.169,-118.05,2373720,6017170
91030,34.1104,-118.157,2352980,5984350
91040,34.275,-118.318,2413780,5936960
91042,34.3147,-118.208,2427580,5970480
91101,34.1466,-118.139,2366040,5990140
91103,34.1668,-118.165,2373550,5982420
91104,34.168,-118.123,2373750,5994940
91105,34.1398,-118.168,2363720,5981260
91106,34.1391,-118.128,2363230,5993500
91107,34.1589,-118.087,2370210,6005840
91108,34.1224,-118.114,2357090,5997590
91123,34.1428,-118.158,2364750,5984380
91201,34.1702,-118.289,2375500,5944860
91202,34.1682,-118.269,2374620,5951050
91203,34.1527,-118.264,2368980,5952320
91204,34.1362,-118.261,2362930,5953240
91205,34.1366,-118.244,2362990,5958410
91206,34.1606,-118.214,2371570,5967360
91207,34.1846,-118.259,2380520,5954110
91208,34.1961,-118.24,2384600,5959810
91214,34.2357,-118.245,2399040,5958530
91301,34.1224,-118.766,2361220,5800270
91302,34.1246,-118.674,2361390,5828190
91303,34.1979,-118.602,2387550,5850500
91304,34.224,-118.633,2397250,5841230
91306,34.2101,-118.576,2391820,5858430
91307,34.1984,-118.696,2388400,5821940
91311,34.2857,-118.605,2419510,5850400
91316,34.1653,-118.516,2375100,5876180
91320,34.1415,-118.979,2369800,5735950
91321,34.3623,-118.49,2446620,5885620
91324,34.2385,-118.55,2401970,5866420
91325,34.2368,-118.518,2401140,5876090
91326,34.2804,-118.556,2417240,5864990
91330,34.2422,-118.527,2403170,5873520
91331,34.2555,-118.42,2407300,5905820
91335,34.2013,-118.541,2388370,5869010
91340,34.2867,-118.435,2418780,5901650
91342,34.3475,-118.353,2440360,5926910
91343,34.2386,-118.481,2401560,5887370
91344,34.292,-118.506,2421140,5880170
91345,34.2664,-118.46,2411530,5893820
91350,34.4267,-118.513,2470200,5879210
91351,34.4339,-118.462,2472510,5894460
91352,34.2303,-118.354,2397750,5925750
91354,34.4521,-118.553,2479710,5867370
91355,34.4187,-118.598,2467860,5853430
91356,34.1539,-118.547,2371150,5866790
91360,34.2142,-118.88,2395510,5766420
91361,34.146,-118.878,2370650,5766470
91362,34.1926,-118.819,2387170,5784720
91364,34.1551,-118.595,2371930,5852110
91367,34.1764,-118.616,2379820,5846040
91371,34.1838,-118.58,2382290,5856890
91377,34.1859,-118.765,2384350,5800990
91381,34.3679,-118.613,2449490,5848560
91384,34.5554,-118.644,2517930,5840640
91387,34.4028,-118.404,2460820,5911910
91390,34.5258,-118.394,2505510,5915730
91401,34.1781,-118.432,2379220,5901840
91402,34.2242,-118.445,2396100,5898210
91403,34.1467,-118.463,2367990,5892080
91405,34.2011,-118.448,2387710,5897050
91406,34.1989,-118.49,2387160,5884410
91411,34.1778,-118.459,2379300,5893490
91423,34.1484,-118.433,2368420,5901270
91436,34.1501,-118.494,2369440,5882640
91501,34.2028,-118.299,2387390,5942170
91502,34.1785,-118.312,2378650,5938010
91504,34.2034,-118.329,2387800,5933060
91505,34.177,-118.348,2378310,5927120
91506,34.1713,-118.324,2376100,5934310
91521,34.1571,-118.325,2370920,5933820
91522,34.1485,-118.337,2367870,5930070
91523,34.1543,-118.333,2369960,5931380
91601,34.1682,-118.372,2375250,5919750
91602,34.1507,-118.366,2368860,5921460
91604,34.1396,-118.393,2364990,5913140
91605,34.207,-118.401,2389560,5911360
91606,34.1868,-118.389,2382130,5914770
91607,34.1665,-118.4,2374820,5911350
91608,34.1386,-118.353,2364380,5925340
91701,34.138,-117.601,2360360,6152900
91702,34.2322,-117.835,2395660,6082560
91706,34.0985,-117.968,2347630,6041680
91708,33.9535,-117.647,2293420,6137970
91709,33.951,-117.726,2292830,6114100
91710,34.0045,-117.679,2312100,6128480
91711,34.1272,-117.716,2356920,6118120
91722,34.0972,-117.906,2346860,6060330
91723,34.0849,-117.887,2342300,6066110
91724,34.0807,-117.855,2340600,6075520
91730,34.0996,-117.58,2346320,6159150
91731,34.0786,-118.041,2340780,6019290
91732,34.0723,-118.015,2338350,6027230
91733,34.0454,-118.053,2328760,6015510
91737,34.1517,-117.583,2365280,6158440
91739,34.1353,-117.526,2359110,6175640
91740,34.1185,-117.854,2354380,6076280
91741,34.1543,-117.84,2367340,6080470
91744,34.029,-117.937,2322200,6050430
91745,33.9999,-117.978,2311810,6037980
91746,34.0441,-117.989,2327940,6034960
91748,33.9763,-117.899,2302840,6061830
91750,34.1436,-117.762,2363070,6104120
91752,33.9959,-117.534,2308410,6172440
91754,34.0519,-118.146,2331600,5987380
91755,34.0479,-118.114,2329990,5996930
91759,34.2242,-117.577,2391660,6160450
91761,34.0345,-117.593,2322690,6154860
91762,34.0344,-117.646,2322860,6138700
91763,34.0719,-117.698,2336710,6123050
91764,34.0751,-117.602,2337510,6152100
91765,33.9874,-117.815,2306460,6087160
91766,34.0419,-117.757,2326040,6105050
91767,34.0814,-117.738,2340350,6110950
91768,34.0632,-117.789,2333950,6095510
91770,34.0645,-118.083,2335870,6006420
91773,34.1069,-117.809,2349940,6089720
91775,34.1146,-118.089,2354130,6004950
91776,34.0897,-118.096,2345110,6002880
91780,34.1017,-118.056,2349240,6015030
91784,34.1411,-117.659,2361720,6135240
91786,34.1052,-117.664,2348690,6133640
91789,34.0208,-117.854,2318810,6075580
91790,34.0673,-117.938,2336130,6050550
91791,34.0608,-117.894,2333550,6063680
91792,34.0253,-117.9,2320680,6061720
91801,34.0906,-118.128,2345580,5993000
91803,34.0747,-118.146,2339900,5987430
91901,32.808,-116.715,1874070,6418790
91902,32.674,-117.005,1825850,6329330
91905,32.7266,-116.302,1844120,6545720
91906,32.6961,-116.517,1833150,6479630
91910,32.6379,-117.056,1812850,6313650
91911,32.607,-117.05,1801570,6315270
91913,32.6314,-116.986,1810320,6334990
91914,32.6677,-116.949,1823440,6346410
91915,32.6157,-116.962,1804550,6342300
91916,32.921,-116.635,1915100,6443590
91917,32.6104,-116.789,1802280,6395550
91932,32.5757,-117.119,1790360,6293930
91934,32.6318,-116.209,1809660,6574380
91935,32.6861,-116.817,1829880,6387250
91941,32.7599,-116.994,1857090,6332960
91942,32.7777,-117.022,1863610,6324360
91945,32.7332,-117.034,1847470,6320620
91950,32.6683,-117.092,1823970,6302610
91962,32.8112,-116.454,1874980,6499110
91963,32.6385,-116.615,1812290,6449320
91977,32.7235,-116.996,1843860,6332240
91978,32.713,-116.942,1839900,6348880
91980,32.587,-116.662,1793600,6434770
92003,33.2847,-117.2,2048550,6271400
92004,33.2077,-116.283,2019130,6551760
92007,33.0193,-117.27,1952160,6249000
92008,33.1466,-117.318,1998660,6234650
92009,33.0955,-117.245,1979810,6256830
92010,33.1566,-117.284,2002190,6245090
92011,33.1072,-117.295,1984220,6241710
92014,32.9686,-117.246,1933650,6256330
92019,32.7805,-116.879,1864340,6368190
92020,32.7965,-116.97,1870340,6340260
92021,32.8392,-116.869,1885700,6371420
92024,33.0585,-117.256,1966410,6253590
92025,33.0845,-117.028,1975260,6323310
92026,33.2137,-117.114,2022480,6297420
92027,33.1363,-116.983,1994010,6337210
92028,33.4051,-117.252,2092510,6255990
92029,33.0811,-117.131,1974260,6291680
92036,32.9444,-116.378,1923390,6522450
92037,32.852,-117.252,1891270,6254020
92040,32.9131,-116.883,1912600,6367510
92054,33.1939,-117.356,2015960,6223390
92055,33.3762,-117.414,2082470,6206470
92056,33.2016,-117.289,2018560,6243750
92057,33.2524,-117.29,2037040,6243630
92058,33.2671,-117.355,2042580,6223930
92059,33.3841,-116.971,2084150,6341600
92061,33.3059,-116.928,2055610,6354430
92064,32.985,-117.021,1939040,6325350
92065,33.0427,-116.848,1959680,6378530
92066,33.2658,-116.551,2040470,6469740
92067,33.0173,-117.197,1951220,6271400
92069,33.1754,-117.158,2008640,6283870
92070,33.1894,-116.756,2012900,6406990
92071,32.8656,-117.014,1895600,6327040
92075,32.9949,-117.258,1943280,6252590
92078,33.1186,-117.185,1988050,6275270
92081,33.165,-117.241,2005090,6258440
92082,33.2531,-116.995,2036530,6333920
92083,33.198,-117.248,2017120,6256330
92084,33.2223,-117.205,2025840,6269520
92086,33.3048,-116.679,2054780,6430590
92091,33.0204,-117.205,1952380,6268890
92093,32.8813,-117.234,1901870,6259600
92096,33.129,-117.159,1991770,6283250
92101,32.723,-117.17,1844080,6278770
92102,32.7172,-117.118,1841840,6294540
92103,32.7473,-117.167,1852940,6279750
92104,32.7428,-117.127,1851190,6292080
92105,32.7376,-117.093,1849200,6302590
92106,32.7186,-117.234,1842660,6259060
92107,32.7416,-117.243,1851070,6256200
92108,32.7737,-117.144,1862470,6286860
92109,32.7917,-117.234,1869260,6259400
92110,32.7639,-117.201,1859050,6269400
92111,32.8126,-117.167,1876680,6279830
92113,32.6969,-117.118,1834470,6294590
92114,32.7078,-117.055,1838250,6314020
92115,32.7612,-117.072,1857720,6309080
92116,32.7649,-117.123,1859210,6293300
92117,32.8248,-117.2,1881200,6269850
92118,32.6743,-117.168,1826350,6279120
92119,32.807,-117.031,1874300,6321800
92120,32.7945,-117.073,1869860,6308830
92121,32.8982,-117.202,1907910,6269540
92122,32.8576,-117.206,1893170,6267940
92123,32.8074,-117.135,1874700,6289760
92124,32.8238,-117.094,1880570,6302260
92126,32.9127,-117.143,1913050,6287520
92127,33.0199,-117.124,1951970,6293830
92128,32.9972,-117.073,1943580,6309440
92129,32.9646,-117.125,1931860,6293150
92130,32.949,-117.205,1926420,6268630
92131,32.9193,-117.069,1915270,6310350
92132,,,1842732,6278505
92134,32.726,-117.146,1845130,6286040
92135,32.6997,-117.209,1835720,6266670
92136,32.6802,-117.12,1828370,6293940
92139,32.6799,-117.049,1828110,6315850
92140,32.7404,-117.197,1850480,6270510
92145,32.8681,-117.111,1896720,6297440
92147,,,1844566,6263742
92152,32.6929,-117.246,1833340,6255150
92154,32.5675,-117,1787080,6330680
92155,32.6753,-117.161,1826710,6281240
92161,,,1899477,6258957
92173,32.5548,-117.05,1782600,6315070
92179,,,1789485,6349974
92182,32.7758,-117.073,1863050,6308570
92201,33.7067,-116.235,2200770,6566300
92203,33.7519,-116.241,2217200,6564270
92210,33.7038,-116.34,2199710,6534300
92211,33.7675,-116.333,2222900,6536520
92220,33.9416,-116.852,2286780,6379200
92223,33.9261,-116.982,2281370,6339670
92225,33.6961,-114.63,2200660,7054450
92227,33.0074,-115.432,1947340,6812570
92230,33.9103,-116.778,2275270,6401360
92231,32.6848,-115.547,1829680,6778130
92233,33.1843,-115.548,2011390,6776370
92234,33.8174,-116.467,2241110,6495710
92236,33.6891,-116.169,2194370,6586270
92239,33.7782,-115.4,2228020,6819930
92240,33.9637,-116.52,2294380,6479690
92241,33.8606,-116.327,2256800,6538270
92242,34.1825,-114.365,2379070,7131730
92243,32.7737,-115.602,1861900,6761000
92249,32.7198,-115.459,1842600,6804870
92250,32.7942,-115.356,1869920,6836260
92251,32.8712,-115.622,1897340,6754590
92252,34.1567,-116.288,2364510,6550140
92253,33.6544,-116.281,2181750,6552350
92254,33.4899,-115.927,2122040,6660230
92256,34.0972,-116.596,2343040,6457010
92257,33.347,-115.71,2070320,6726600
92258,33.9252,-116.565,2280420,6466080
92259,32.7454,-116.007,1851070,6636480
92260,33.6912,-116.396,2195160,6517250
92262,33.8625,-116.568,2257610,6465060
92264,33.7409,-116.536,2213320,6474620
92267,34.2934,-114.213,2420280,7176950
92270,33.7666,-116.425,2222600,6508450
92274,33.121,-115.937,1987560,6657730
92276,33.8244,-116.38,2243630,6522260
92277,34.2065,-115.781,2383000,6703480
92278,34.4693,-116.142,2478320,6594400
92280,34.2014,-114.791,2383920,7002910
92281,33.0814,-115.675,1973720,6737820
92282,33.9615,-116.662,2293740,6436620
92283,33.0782,-114.985,1974340,6949390
92284,34.1729,-116.47,2370490,6495270
92285,34.4356,-116.552,2466150,6470680
92301,34.6692,-117.532,2553430,6176180
92304,34.7082,-115.835,2565500,6686560
92305,34.1668,-116.873,2368770,6373170
92307,34.5912,-117.13,2523800,6296680
92308,34.4248,-117.156,2463310,6288300
92309,35.3645,-116.068,2804090,6616350
92310,35.3647,-116.636,2804500,6446490
92311,34.8763,-117.02,2627310,6330740
92313,34.0314,-117.313,2320560,6239440
92314,34.2742,-116.913,2407940,6361390
92315,34.2483,-116.915,2398530,6360640
92316,34.0592,-117.393,2330950,6215360
92317,34.2467,-117.215,2398630,6269870
92318,34.0489,-117.234,2326700,6263680
92320,33.9861,-117.05,2303390,6319230
92321,34.245,-117.172,2397890,6283130
92322,34.233,-117.328,2393980,6235890
92324,34.0361,-117.295,2322240,6245170
92325,34.2465,-117.293,2398800,6246550
92327,34.85,-116.844,2617420,6383270
92328,36.4221,-117.131,3190410,6302240
92332,34.6053,-115.23,2529180,6868640
92333,34.2725,-116.944,2407370,6351830
92335,34.087,-117.466,2341310,6193370
92336,34.1377,-117.463,2359740,6194660
92337,34.0492,-117.471,2327570,6191680
92338,34.8962,-116.351,2633670,6531430
92339,34.0897,-116.841,2340670,6382740
92341,34.2379,-117.076,2395070,6311860
92342,34.7754,-117.355,2591510,6229710
92344,34.3915,-117.405,2451940,6213200
92345,34.3855,-117.308,2449420,6242360
92346,34.1188,-117.178,2351990,6280660
92347,35.0476,-117.304,2690440,6246180
92350,34.0509,-117.264,2327520,6254590
92352,34.2666,-117.196,2405820,6275910
92354,34.0496,-117.251,2327000,6258290
92356,34.5272,-116.876,2499930,6372970
92358,34.2702,-117.536,2408240,6173130
92359,34.1149,-117.082,2350310,6309680
92363,34.6034,-114.665,2530580,7038790
92364,35.3199,-115.428,2788990,6807140
92365,34.8553,-116.677,2619040,6433590
92368,34.6665,-117.294,2551670,6247780
92371,34.456,-117.541,2475880,6172430
92372,34.4412,-117.632,2470860,6144920
92373,34.0032,-117.154,2309840,6287600
92374,34.0686,-117.172,2333690,6282440
92376,34.1108,-117.38,2349690,6219510
92377,34.155,-117.405,2365860,6212090
92378,34.2312,-117.226,2393040,6266540
92382,34.1981,-117.128,2380720,6296180
92384,36.1493,-116.482,3090220,6493310
92385,34.2091,-117.124,2384710,6297420
92386,34.2434,-116.83,2396570,6386310
92389,35.8741,-116.006,2990000,6634000
92391,34.2383,-117.235,2395630,6263820
92392,34.4798,-117.408,2484070,6212710
92394,34.5644,-117.336,2514630,6234530
92395,34.5029,-117.294,2492130,6246960
92397,34.349,-117.589,2437130,6157530
92398,34.9099,-116.844,2639220,6383430
92399,34.0384,-117.008,2322300,6332150
92401,34.1055,-117.292,2347470,6246350
92404,34.1772,-117.274,2373500,6251860
92405,34.1457,-117.303,2362150,6243180
92407,34.2572,-117.308,2402740,6241830
92408,34.0845,-117.264,2339740,6254710
92410,34.1064,-117.297,2347810,6244760
92411,34.1223,-117.324,2353700,6236620
92415,34.1055,-117.288,2347450,6247500
92501,33.9955,-117.373,2307690,6221150
92503,33.8897,-117.447,2269450,6198480
92504,33.9068,-117.399,2275510,6213060
92505,33.9339,-117.495,2285700,6183980
92506,33.9337,-117.363,2285160,6224100
92507,33.9749,-117.324,2300060,6235900
92508,33.8929,-117.324,2270220,6235610
92509,34.0034,-117.446,2310840,6199230
92518,33.8851,-117.273,2267200,6251130
92521,33.9682,-117.335,2297650,6232780
92530,33.6071,-117.396,2166440,6212730
92532,33.695,-117.309,2198150,6239520
92536,33.4826,-116.807,2119700,6391750
