Van ID,Employer,Van Type,Vehicle Capacity,Industry,Industry Type,Origin,Destination,Origin Zip,Destination Zip,Daily Round Trip Mileage
3,NASNI,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,South Suburban,Central,91913,92135,48
7,Solar Turbines,2019 Ford TRANS - 15 Seats,15,Manufacturing,Non-Federal,Riverside County,Central,92563,92101,142
14,NASNI,2019 Ford TRANS - 7 Seats,7,Military,Military,North County East,Central,92026,92135,72
16,NASNI,2018 Ford TRANS - 10 Seats,10,Military,Military,North County East,Central,92026,92135,110
18,NAB,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,East Suburban,Central,92071,92155,67
27,Solar Turbines,2019 Infiniti QX60 - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,Central,91752,92101,140
32,Northrop Grumman,2016 Chevrolet Express 2500 - 8 Seats,8,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92128,92
40,County of San Diego,2019 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Non-Federal,Riverside County,North City,92596,92123,116
46,NASNI,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,North City,Central,92129,92135,74
61,Navy - North Island,2020 Ford TRANS - 7 Seats,7,Military,Military,Riverside County,Central,92562,92135,136
62,Nassco,2020 Dodge DURA - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,Central,92591,92113,124
78,NASNI,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92591,92135,153
126,NASNI,2020 Dodge DURA - 7 Seats,7,Military,Military,Riverside County,Central,92592,92135,130
172,NASNI,2020 Nissan PATH - 7 Seats,7,Military,Military,Orange County,Central,92683,92135,232
174,NASNI,2019 Chevrolet TRAV - 7 Seats,7,Military,Military,North City,Central,92064,92135,85
178,Cubic Corp.,2018 Ford TRANS - 10 Seats,10,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92123,131
196,NASNI,2015 Chevrolet Express 2500 - 8 Seats,8,Military,Military,North City,Central,92127,92135,78
210,Navy-32nd St Naval Station,2019 Dodge DURA - 7 Seats,7,Military,Military,East Suburban,Central,92065,92135,78
218,NASNI,2015 Chevrolet Express 2500 - 7 Seats,7,Military,Military,North City,Central,92129,92135,48
226,Beckman Coulter,2020 Nissan PATH - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,South Suburban,North County West,91911,92010,78
227,San Diego Zoo,2016 Chevrolet Express 2500 - 8 Seats,8,"Arts, Entertainment, & Recreation",Non-Federal,East Suburban,Central,92040,92101,48
271,San Diego Safari Park,2015 Chevrolet Express 3500 - 15 Seats,15,"Arts, Entertainment, & Recreation",Non-Federal,East Suburban,North County East,91977,92027,84
281,Watkins Manufacturing,2019 Ford TRANS - 15 Seats,15,Manufacturing,Non-Federal,North County East,North County East,92027,92081,28
299,San Diego Safari Park,2019 Ford TRANS - 12 Seats,12,"Arts, Entertainment, & Recreation",Non-Federal,Riverside County,North County East,92596,92027,74
327,Sony Electronics,2020 Ford TRANS - 9 Seats,9,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92127,76
336,Naval Base San Diego,2018 Ford EXPE - 8 Seats,8,Military,Military,Riverside County,Central,92592,92136,122
343,Watkins Manufacturing,2020 Ford TRANS - 15 Seats,15,Manufacturing,Non-Federal,Central,North County East,91950,92081,106
362,Camp Pendleton,2020 Ford EXPE - 8 Seats,8,Military,Military,Orange County,North County West,92679,92055,94
367,Solar Turbines,2019 Ford TRANS - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,North City,92563,92123,120
368,General Dynamic,2015 Chevrolet Express 2500 - 8 Seats,8,Manufacturing,Non-Federal,Imperial County,Central,92231,92113,230
369,NASNI,2019 Ford TRANS - 7 Seats,7,Military,Military,East Suburban,Central,92040,92135,100
374,SPAWAR,2017 Ford TRANS - 8 Seats,8,Military,Military,North County East,North City,92082,92110,89
384,Camp Pendleton,2019 Ford TRANS - 8 Seats,8,Military,Military,Central,North County West,92114,92055,90
391,Camp Pendleton,2018 Ford Explorer - 7 Seats,7,Military,Military,Riverside County,North County West,92591,92055,93
394,NASNI,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92592,92135,167
420,Navy - North Island,2017 Ford TRANS - 7 Seats,7,Military,Military,North City,Central,92129,92135,85
426,Metropolitian Correction Center,2020 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,Riverside County,Central,92562,92101,138
431,US Border Patrol,2020 Nissan PATH - 7 Seats,7,Government & Public Administration,Federal,East Suburban,East County,91977,91906,82
433,Solar Turbines,2020 Buick ENCL - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,North City,92562,92123,112
434,Watkins Manufacturing,2017 Chevrolet Express 2500 - 10 Seats,10,Manufacturing,Non-Federal,Riverside County,North County East,92570,92081,95
440,BAE Systems,2019 Ford TRANS - 9 Seats,9,Manufacturing,Non-Federal,Riverside County,North City,92595,92127,93
459,NASNI,2020 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92585,92135,136
467,Naval Medical Center,2019 Ford TRANS - 10 Seats,10,Military,Military,Riverside County,Central,92584,92134,156
474,Union Bank,2020 Nissan PATH - 7 Seats,7,Finance & Insurance,Non-Federal,Riverside County,Central,92563,92101,130
476,Solar Turbines - Sky Park Dr.,2019 Ford TRANS - 10 Seats,10,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,Central,92584,92101,144
478,US Border Patrol,2019 Ford TRANS - 10 Seats,10,Government & Public Administration,Federal,East Suburban,East County,91914,91906,102
479,Marines - Point Loma,2020 Chevrolet TRAV - 7 Seats,7,Military,Military,Riverside County,Central,92545,92140,148
487,SPAWAR,2020 Nissan PATH - 7 Seats,7,Military,Military,North City,Central,92064,92152,44
491,Nassco,2019 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,Imperial County,Central,92251,92113,234
511,US Border Patrol - Pine Valley,2018 Ford TRANS - 12 Seats,12,Government & Public Administration,Federal,South Suburban,East County,91910,91905,152
514,Solar Turbines,2018 Ford TRANS - 8 Seats,8,"Professional, Scientific, & Technical Services",Non-Federal,North County West,North City,92057,92123,62
523,Camp Pendleton,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,Riverside County,North County West,92545,92055,86
525,Camp Pendleton,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,North County West,92591,92055,76
528,Watkins Manufacturing,2017 Ford TRANS - 15 Seats,15,Manufacturing,Non-Federal,North County East,North County East,92082,92081,48
533,City of San Diego,2019 Ford TRANS - 12 Seats,12,Government & Public Administration,Non-Federal,Riverside County,Central,92544,92101,160
534,Zimmer Dental,2020 Chevrolet TRAV - 7 Seats,7,Health Care & Social Assistance,Non-Federal,Riverside County,North County West,92592,92009,82
537,Nassco,2019 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,Imperial County,Central,92231,92113,244
550,Navy-North Island,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92592,92135,166
560,Navy-North Island,2019 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92584,92135,164
566,NASNI,2020 Nissan PATH - 7 Seats,7,Military,Military,East Suburban,Central,92020,92135,36
567,Solar Turbines,2019 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,Riverside County,North City,92592,92123,106
574,NAB,2019 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92592,92155,126
576,US Border Patrol Blvd,2019 Ford TRANS - 12 Seats,12,Government & Public Administration,Federal,South Suburban,East County,91913,91905,164
578,US Border Patrol,2019 Ford TRANS - 7 Seats,7,Government & Public Administration,Federal,South Suburban,East County,91913,91962,96
584,Naval Medical Center,2020 Ford EXPL - 7 Seats,7,Military,Military,North County West,Central,92056,92134,86
594,Nassco,2015 Chevrolet Express 2500 - 8 Seats,8,Manufacturing,Non-Federal,Riverside County,Central,92586,92113,152
598,SPAWAR,2019 Ford TRANS - 8 Seats,8,Military,Military,North County East,Central,92026,92152,83
600,United States District Courts,2020 Nissan PATH - 7 Seats,7,Government & Public Administration,Federal,Riverside County,Central,92592,92101,120
609,Department of Defense,2018 Ford TRANS - 8 Seats,8,Government & Public Administration,Federal,Riverside County,North County East,92562,92028,85
611,Naval Base Point Loma,2019 Ford TRANS - 8 Seats,8,Military,Military,North County East,Central,92026,92147,126
629,San Diego State University,2020 Chevrolet TRAV - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,Riverside County,Central,92563,92182,118
644,SPAWAR,2019 Chevrolet TRAV - 7 Seats,7,Military,Military,East Suburban,North City,91914,92110,65
645,NASNI,2018 Ford TRANS - 7 Seats,7,Military,Military,Riverside County,Central,92592,92135,160
652,RJ Donovan Correction Facility,2018 Volkswagen ATLAS - 7 Seats,7,Government & Public Administration,Federal,Central,South Suburban,92139,92179,83
663,US Border Patrol,2019 Ford TRANS - 7 Seats,7,Government & Public Administration,Federal,Riverside County,South Suburban,92562,92154,150
668,Golden Acorn Casino,2019 Dodge DURA - 7 Seats,7,"Arts, Entertainment, & Recreation",Non-Federal,Imperial County,East County,92243,91906,110
673,SPAWAR,2018 Infiniti QX60 - 7 Seats,7,Military,Military,North City,North City,92127,92110,85
674,General Dynamics - NASSCO,2018 GMC - 10 Seats,10,Manufacturing,Non-Federal,Imperial County,Central,92231,92113,212
678,NASNI,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,North County West,Central,92024,92135,71
693,MCAS Miramar,2018 Ford TRANS - 10 Seats,10,Military,Military,Riverside County,North City,92592,92145,135
719,Southwest Marine,2020 Nissan PATH - 7 Seats,7,Retail Trade,Non-Federal,North County East,Central,92069,92113,70
726,Camp Pendleton,2016 Chevrolet Express 2500 - 8 Seats,8,Military,Military,Riverside County,North County West,92562,92055,83
727,Camp Pendleton,2015 Chevrolet Express 2500 - 8 Seats,8,Military,Military,Riverside County,North County West,92545,92055,81
728,Golden Acorn Casino,2020 Nissan PATH - 7 Seats,7,"Arts, Entertainment, & Recreation",Non-Federal,Imperial County,East County,92231,91906,126
730,UCSD,2019 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North County East,North City,92027,92093,60
732,UCSD,2019 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North County West,North City,92057,92093,56
735,UCSD,2019 Infiniti QX60 - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,East Suburban,North City,91914,92093,67
738,UCSD,2020 Chevrolet TRAV - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North City,North City,92129,92093,30
740,UCSD,2019 Ford TRANS - 9 Seats,9,Education Services & Academic Institutions,Non-Federal,East Suburban,North City,91915,92093,62
741,UCSD,2019 Volkswagen ATLAS - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North County East,North City,92027,92093,62
753,UCSD,2019 Volkswagen ATLAS - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,East Suburban,North City,92065,92093,58
756,UCSD,2018 Ford TRANS - 8 Seats,8,Education Services & Academic Institutions,Non-Federal,Central,North City,91950,92093,38
757,UCSD,2019 Volkswagen ATLAS - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,East Suburban,North City,91977,92093,52
759,UCSD,2019 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,South Suburban,North City,91910,92093,54
763,UCSD,2019 Ford TRANS - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North City,North City,92119,92093,54
766,UCSD,2019 Ford TRANS - 9 Seats,9,Education Services & Academic Institutions,Non-Federal,Riverside County,North City,92596,92093,128
769,UCSD,2019 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,Central,North City,92139,92093,54
774,UCSD,2019 Ford TRANS - 8 Seats,8,Education Services & Academic Institutions,Non-Federal,Riverside County,North City,92592,92093,128
786,NASNI,2020 Nissan PATH - 7 Seats,7,Military,Military,North City,Central,92129,92135,46
794,UTC Aerospace Systems,2019 Ford EXPL - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,South Suburban,92592,91910,167
803,SPAWAR,2019 Nissan PATH - 7 Seats,7,Military,Military,North County East,Central,92026,92152,86
820,US Border Patrol,2019 Ford TRANS - 10 Seats,10,Government & Public Administration,Federal,Central,East County,92134,91962,238
847,VA Medical Center,2020 Nissan PATH - 7 Seats,7,Health Care & Social Assistance,Federal,Riverside County,North City,92592,92161,114
874,SPAWAR,2020 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92562,92152,134
875,Naval Base San Diego,2019 Ford TRANS - 9 Seats,9,Military,Military,Riverside County,Central,92592,92136,134
893,Camp Pendleton,2019 Ford EXPL - 7 Seats,7,Military,Military,Riverside County,North County West,92596,92055,119
896,US Border Patrol,2020 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,Riverside County,South Suburban,92592,92173,156
902,Nassco,2018 Ford TRANS - 10 Seats,10,Manufacturing,Non-Federal,Riverside County,Central,92583,92113,185
921,Carefusion,2019 Nissan PATH - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92121,102
930,US Border Patrol,2020 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,East Suburban,East County,92021,91906,66
967,SPAWAR,2020 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,Central,92563,92152,122
992,Naval Base San Diego,2020 Buick ENCL - 7 Seats,7,Military,Military,Riverside County,Central,92584,92136,150
1005,NAB,2019 Ford TRANS - 10 Seats,10,Military,Military,Riverside County,Central,92592,92155,150
1028,Nassco,2019 Ford TRANS - 9 Seats,9,Manufacturing,Non-Federal,Imperial County,North City,92231,92108,256
1029,SPAWAR,2020 Chevrolet TRAV - 7 Seats,7,Military,Military,East Suburban,Central,92065,92152,82
1041,SONGS,2019 Ford EXPL - 7 Seats,7,Utilities,Non-Federal,North County West,North County West,92056,92672,68
1042,UCSD,2019 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,South Suburban,North City,92154,92093,66
1047,SPAWAR,2020 Chevrolet TRAV - 7 Seats,7,Military,Military,Riverside County,North City,92596,92110,138
1071,MCAS Miramar,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,North City,92562,92145,106
1075,Naval Medical Center,2020 Buick ENCL - 7 Seats,7,Military,Military,Riverside County,Central,92883,92134,132
1079,Naval Medical Center,2019 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92591,92134,167
1084,Nassco,2019 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,North County East,Central,92026,92113,152
1112,Solar Turbines,2020 Nissan PATH - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,North City,92595,92123,100
1113,Marines - Camp Pendleton,2020 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,North County West,92592,92055,84
1120,Qualcomm,2019 Ford TRANS - 12 Seats,12,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92591,92121,102
1125,Camp Pendleton,2019 Dodge DURA - 7 Seats,7,Military,Military,Riverside County,North County West,92571,92055,132
1149,SPAWAR,2020 Dodge DURA - 7 Seats,7,Military,Military,Riverside County,North City,92592,92110,120
1160,Nassco,2019 Ford TRANS - 10 Seats,10,Manufacturing,Non-Federal,East Suburban,Central,92021,92113,90
1161,Nassco,2018 Ford TRANS - 9 Seats,9,Manufacturing,Non-Federal,North City,Central,92129,92113,40
1164,UCSD,2019 Infiniti QX60 - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,North County East,North City,92026,92093,139
1167,Northrop Grumman,2019 Ford TRANS - 10 Seats,10,Manufacturing,Non-Federal,Riverside County,North City,92595,92127,86
1190,Gen Probe,2020 Buick ENCL - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92563,92121,108
1201,Nassco,2020 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,Imperial County,Central,92231,92113,250
1203,SPAWAR,2018 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,North City,92592,92110,135
1205,BAE Systems,2016 Chevrolet Express 2500 - 8 Seats,8,Manufacturing,Non-Federal,Riverside County,Central,92553,92113,189
1209,City of San Diego,2016 Ford TRANS - 14 Seats,14,Government & Public Administration,Non-Federal,East Suburban,Central,91915,92101,58
1214,Solar Turbines,2019 Infiniti QX60 - 7 Seats,7,Manufacturing,Non-Federal,South Suburban,North City,91910,92123,57
1224,Naval Medical Center,2020 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,Central,92592,92134,122
1242,Naval Base Point Loma,2018 Ford TRANS - 7 Seats,7,Military,Military,Riverside County,Central,92592,92147,151
1261,NAVY,2019 Ford EXPL - 7 Seats,7,Military,Military,Riverside County,Central,92591,92147,150
1270,US Border Patrol,2016 Chevrolet Express 2500 - 12 Seats,12,Government & Public Administration,Federal,East Suburban,East County,92071,91962,147
1279,MCAS Miramar,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,East Suburban,North City,91914,92145,79
1288,SONGS,2018 Ford TRANS - 9 Seats,9,Utilities,Non-Federal,Riverside County,North County West,92530,92672,57
1293,East County Transitional Living,2019 Ford TRANS - 10 Seats,10,Health Care & Social Assistance,Non-Federal,East Suburban,Central,92021,92101,70
1295,Caltrans,2020 Buick ENCL - 7 Seats,7,Government & Public Administration,Non-Federal,Riverside County,North City,92563,92110,130
1296,CALTRANS,2020 Ford TRANS - 8 Seats,8,Government & Public Administration,Non-Federal,North County East,North City,92069,92110,72
1309,Golden Acorn Casino,2019 Ford TRANS - 10 Seats,10,"Arts, Entertainment, & Recreation",Non-Federal,Imperial County,East County,92243,91906,120
1326,NAVY - NORTH ISLAND,2018 Volkswagen ATLAS - 7 Seats,7,Military,Military,Central,Central,92139,92135,40
1329,Sony Electronics,2019 Chevrolet TRAV - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,North City,92592,92127,86
1340,TSA,2019 Ford TRANS - 10 Seats,10,Government & Public Administration,Federal,North County East,Central,92026,92101,128
1345,UCSD,2019 Ford TRANS - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,South Suburban,North City,91913,92093,54
1347,General Dynamics,2019 Nissan PATH - 7 Seats,7,Manufacturing,Non-Federal,North County East,Central,92081,92113,58
1350,Sony Electronics,2019 Chevrolet TRAV - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,South Suburban,North City,91910,92127,69
1358,Department of Veterans Affair,2018 Volkswagen ATLAS - 7 Seats,7,Government & Public Administration,Federal,Riverside County,North City,92582,92108,110
1360,San Diego Superior Court,2020 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,Riverside County,North County East,92591,92081,56
1365,Costco,2016 Chevrolet Express 2500 - 9 Seats,9,Retail Trade,Non-Federal,East Suburban,North City,91941,92117,46
1366,UCSD,2019 Dodge DURA - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,Riverside County,North City,92596,92093,132
1383,Camp Pendleton,2020 Nissan PATH - 7 Seats,7,Military,Military,North County West,North County West,92058,92055,30
1385,Navy Broadway Complex,2020 Nissan PATH - 7 Seats,7,Military,Military,East Suburban,Central,91914,92132,40
1390,Carefusion,2019 Dodge DURA - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92121,106
1406,NASNI,2019 Ford TRANS - 7 Seats,7,Military,Military,Riverside County,Central,92584,92135,166
1407,Barona Casino,2020 Nissan PATH - 7 Seats,7,"Arts, Entertainment, & Recreation",Non-Federal,South Suburban,East Suburban,91911,92040,62
1408,Barona Casino,2020 Buick ENCL - 7 Seats,7,"Arts, Entertainment, & Recreation",Non-Federal,South Suburban,East Suburban,91910,92040,50
1416,Camp Pendleton,2019 Ford TRANS - 7 Seats,7,Military,Military,Riverside County,North County West,92586,92055,92
1418,NASNI,2019 Dodge DURA - 7 Seats,7,Military,Military,North City,Central,92126,92135,48
1421,US Border Patrol,2020 Ford TRANS - 8 Seats,8,Government & Public Administration,Federal,East County,East County,91901,91905,68
1442,Qualcomm,2020 Nissan PATH - 7 Seats,7,"Professional, Scientific, & Technical Services",Non-Federal,Orange County,North City,92620,92121,140
1449,Dept of Justice,2020 Nissan PATH - 7 Seats,7,Government & Public Administration,Federal,Riverside County,Central,92551,92101,120
1459,General Dynamics,2018 Ford TRANS - 8 Seats,8,Manufacturing,Non-Federal,Imperial County,Central,92231,92113,210
1460,US Border Patrol,2020 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,Central,East County,92116,91962,82
1468,US Border Patrol,2020 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,East Suburban,East County,92020,91962,74
1489,ATK Space Systems,2019 Chevrolet TRAV - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,North City,92505,92121,180
1499,UCSD,2020 Nissan PATH - 7 Seats,7,Education Services & Academic Institutions,Non-Federal,Riverside County,North City,92562,92093,132
1500,MCRD,2020 Dodge DURA - 7 Seats,7,Military,Military,Riverside County,Central,92592,92140,148
1531,VA Medical Center,2019 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,South Suburban,North City,91910,92161,72
1541,SPAWAR,2020 Buick ENCL - 7 Seats,7,Military,Military,Riverside County,North City,92563,92110,126
1549,Camp Pendleton,2019 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,North County West,92596,92055,78
1554,VA Medical Center,2019 Ford EXPL - 7 Seats,7,Government & Public Administration,Federal,North City,North City,92064,92161,30
1555,Department of Veterans Affair,2019 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,North County East,North City,92069,92108,100
1574,Naval Base San Diego,2020 Chevrolet TRAV - 7 Seats,7,Military,Military,Riverside County,Central,92592,92136,142
1575,VA Medical Center,2020 Nissan PATH - 7 Seats,7,Government & Public Administration,Federal,East Suburban,North City,91915,92161,64
1580,NASNI,2020 Nissan PATH - 7 Seats,7,Military,Military,San Bernardino County,Central,92346,92135,156
1581,VA Medical Center,2020 Nissan PATH - 7 Seats,7,Government & Public Administration,Federal,North County East,North City,92027,92161,64
1592,Naval Base San Diego,2019 Ford TRANS - 8 Seats,8,Military,Military,Riverside County,Central,92545,92136,132
1594,NAVY - NORTH ISLAND,2020 Ford TRANS - 9 Seats,9,Military,Military,Riverside County,Central,92563,92135,146
1598,BAE systems,2020 Buick ENCL - 7 Seats,7,Manufacturing,Non-Federal,Riverside County,Central,92596,92113,132
1602,Golden Acorn Casino,2020 Dodge DURA - 7 Seats,7,"Arts, Entertainment, & Recreation",Non-Federal,Imperial County,East County,92249,91906,112
1609,NASNI,2020 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,Central,92592,92135,136
1614,US Border Patrol,2019 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,North City,East County,92120,91962,74
1621,MCAS Miramar,2019 Nissan PATH - 7 Seats,7,Military,Military,Riverside County,North City,92562,92145,112
1623,Nassco,2018 Ford TRANS - 10 Seats,10,Manufacturing,Non-Federal,Riverside County,North City,92586,92108,160
1627,US Border Patrol - Pine Valley,2020 Dodge DURA - 7 Seats,7,Government & Public Administration,Federal,East Suburban,East County,92021,91962,58
1629,SONGS,2018 Ford TRANS - 8 Seats,8,Utilities,Non-Federal,Riverside County,North County West,92563,92672,106
1631,US Border Patrol,2020 Ford TRANS - 9 Seats,9,Government & Public Administration,Federal,Riverside County,South Suburban,92584,92154,148
1641,Teradata Corp,2017 Ford TRANS - 9 Seats,9,"Professional, Scientific, & Technical Services",Non-Federal,Riverside County,North City,92592,92127,76
1658,VA Medical Center,2019 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,North County East,North City,92026,92161,65
1665,Genentech,2019 Ford TRANS - 12 Seats,12,Manufacturing,Non-Federal,Riverside County,North County West,92592,92056,62
1671,Veterans Administrative Building,2020 Chevrolet TRAV - 7 Seats,7,Government & Public Administration,Federal,North City,North City,92128,92108,118
